date;province;region;trend
24/04/2020;Brussels;Brussels;-12
24/04/2020;Limburg;Flanders;-4
30/04/2020;Hainaut;Wallonia;-14
05/05/2020;Antwerpen;Flanders;-23
05/05/2020;Luik;Wallonia;-29
09/05/2020;Luik;Wallonia;-12
15/05/2020;Luik;Wallonia;-11
16/05/2020;Namur;Wallonia;-5
16/05/2020;West-Vlaanderen;Flanders;-10
24/05/2020;Luik;Wallonia;0
30/05/2020;Hainaut;Wallonia;-12
18/03/2020;Brussels;Brussels;13
19/03/2020;Antwerpen;Flanders;29
24/03/2020;Luik;Wallonia;14
02/04/2020;Luik;Wallonia;39
03/04/2020;West-Vlaanderen;Flanders;65
04/04/2020;Vlaams-Brabant;Flanders;-4
06/04/2020;Limburg;Flanders;22
07/04/2020;Luik;Wallonia;-4
07/04/2020;Namur;Wallonia;-1
09/04/2020;Namur;Wallonia;13
09/04/2020;Oost-Vlaanderen;Flanders;4
10/04/2020;Oost-Vlaanderen;Flanders;12
13/04/2020;Limburg;Flanders;11
15/04/2020;Limburg;Flanders;-14
17/04/2020;West-Vlaanderen;Flanders;-12
25/04/2020;Luik;Wallonia;-22
26/04/2020;Limburg;Flanders;1
03/05/2020;Brussels;Brussels;-8
04/05/2020;Oost-Vlaanderen;Flanders;6
12/05/2020;Hainaut;Wallonia;-27
21/05/2020;Namur;Wallonia;-1
26/05/2020;Oost-Vlaanderen;Flanders;-11
27/05/2020;West-Vlaanderen;Flanders;-5
28/05/2020;West-Vlaanderen;Flanders;-17
24/03/2020;Luxembourg;Wallonia;7
26/03/2020;Oost-Vlaanderen;Flanders;23
27/03/2020;Brabant Wallon;Wallonia;11
28/03/2020;Vlaams-Brabant;Flanders;25
29/03/2020;Limburg;Flanders;42
30/03/2020;Oost-Vlaanderen;Flanders;50
04/04/2020;Brabant Wallon;Wallonia;-2
07/04/2020;Antwerpen;Flanders;7
14/04/2020;West-Vlaanderen;Flanders;2
16/04/2020;Brussels;Brussels;-19
16/04/2020;Luxembourg;Wallonia;1
18/04/2020;Oost-Vlaanderen;Flanders;-26
22/04/2020;Luik;Wallonia;-17
24/04/2020;Luxembourg;Wallonia;-4
24/04/2020;Oost-Vlaanderen;Flanders;-21
26/04/2020;Antwerpen;Flanders;-7
27/04/2020;Hainaut;Wallonia;15
01/05/2020;Oost-Vlaanderen;Flanders;-10
01/05/2020;West-Vlaanderen;Flanders;-28
09/05/2020;Antwerpen;Flanders;-37
10/05/2020;Antwerpen;Flanders;-9
15/05/2020;Limburg;Flanders;-8
15/05/2020;Namur;Wallonia;-9
20/05/2020;Limburg;Flanders;5
22/05/2020;Antwerpen;Flanders;2
22/05/2020;Oost-Vlaanderen;Flanders;4
24/05/2020;Namur;Wallonia;1
26/05/2020;Luik;Wallonia;-4
18/03/2020;West-Vlaanderen;Flanders;24
27/03/2020;Hainaut;Wallonia;33
30/03/2020;Namur;Wallonia;11
31/03/2020;Antwerpen;Flanders;-10
01/04/2020;Limburg;Flanders;12
01/04/2020;Oost-Vlaanderen;Flanders;14
04/04/2020;West-Vlaanderen;Flanders;23
22/04/2020;Brussels;Brussels;-12
23/04/2020;Namur;Wallonia;-9
23/04/2020;Vlaams-Brabant;Flanders;-9
27/04/2020;Vlaams-Brabant;Flanders;3
29/04/2020;Brussels;Brussels;-2
29/04/2020;Luik;Wallonia;-14
07/05/2020;Hainaut;Wallonia;-12
09/05/2020;Hainaut;Wallonia;-25
11/05/2020;Antwerpen;Flanders;2
12/05/2020;Vlaams-Brabant;Flanders;-5
13/05/2020;Limburg;Flanders;-13
17/05/2020;Limburg;Flanders;5
19/05/2020;Limburg;Flanders;-7
24/05/2020;Hainaut;Wallonia;2
24/05/2020;Limburg;Flanders;0
29/05/2020;West-Vlaanderen;Flanders;-8
18/03/2020;Limburg;Flanders;24
21/03/2020;Limburg;Flanders;42
23/03/2020;Brussels;Brussels;12
25/03/2020;Hainaut;Wallonia;27
29/03/2020;Hainaut;Wallonia;51
30/03/2020;Vlaams-Brabant;Flanders;18
01/04/2020;Hainaut;Wallonia;33
01/04/2020;Namur;Wallonia;16
02/04/2020;Luxembourg;Wallonia;8
10/04/2020;Hainaut;Wallonia;28
16/04/2020;Limburg;Flanders;-11
16/04/2020;Oost-Vlaanderen;Flanders;-9
19/04/2020;Brussels;Brussels;3
01/05/2020;Luik;Wallonia;-18
07/05/2020;Namur;Wallonia;1
08/05/2020;Namur;Wallonia;-4
11/05/2020;Vlaams-Brabant;Flanders;1
12/05/2020;Oost-Vlaanderen;Flanders;-15
17/05/2020;Brussels;Brussels;-3
20/05/2020;Namur;Wallonia;2
22/05/2020;Hainaut;Wallonia;2
27/05/2020;Luik;Wallonia;-4
date;province;region;trend
23/03/2020;Limburg;Flanders;13
24/03/2020;Hainaut;Wallonia;27
25/03/2020;Luxembourg;Wallonia;8
26/03/2020;Namur;Wallonia;10
27/03/2020;Oost-Vlaanderen;Flanders;25
29/03/2020;West-Vlaanderen;Flanders;44
31/03/2020;Vlaams-Brabant;Flanders;-8
02/04/2020;Limburg;Flanders;17
03/04/2020;Brussels;Brussels;-18
11/04/2020;Hainaut;Wallonia;-3
11/04/2020;Limburg;Flanders;-17
11/04/2020;Vlaams-Brabant;Flanders;-5
12/04/2020;Namur;Wallonia;4
13/04/2020;West-Vlaanderen;Flanders;27
14/04/2020;Luxembourg;Wallonia;7
18/04/2020;Brussels;Brussels;-15
24/04/2020;Hainaut;Wallonia;8
08/05/2020;Limburg;Flanders;-16
16/05/2020;Limburg;Flanders;-9
19/05/2020;Namur;Wallonia;-1
28/05/2020;Antwerpen;Flanders;-20
29/05/2020;Hainaut;Wallonia;-10
20/03/2020;Limburg;Flanders;31
26/03/2020;Vlaams-Brabant;Flanders;29
27/03/2020;Antwerpen;Flanders;37
27/03/2020;Luxembourg;Wallonia;15
31/03/2020;Luik;Wallonia;24
31/03/2020;Luxembourg;Wallonia;-4
31/03/2020;West-Vlaanderen;Flanders;10
01/04/2020;Brabant Wallon;Wallonia;-5
02/04/2020;Vlaams-Brabant;Flanders;8
05/04/2020;Antwerpen;Flanders;20
05/04/2020;Vlaams-Brabant;Flanders;10
06/04/2020;Antwerpen;Flanders;10
06/04/2020;Hainaut;Wallonia;16
11/04/2020;Oost-Vlaanderen;Flanders;-15
16/04/2020;Namur;Wallonia;10
20/04/2020;Hainaut;Wallonia;31
20/04/2020;Luik;Wallonia;-2
25/04/2020;Brussels;Brussels;-23
25/04/2020;Luxembourg;Wallonia;-7
29/04/2020;West-Vlaanderen;Flanders;-19
02/05/2020;Oost-Vlaanderen;Flanders;5
15/05/2020;West-Vlaanderen;Flanders;-10
16/05/2020;Hainaut;Wallonia;-15
23/05/2020;Brussels;Brussels;-14
25/03/2020;Oost-Vlaanderen;Flanders;43
28/03/2020;Antwerpen;Flanders;73
29/03/2020;Luik;Wallonia;37
07/04/2020;Vlaams-Brabant;Flanders;-2
08/04/2020;Brussels;Brussels;-11
10/04/2020;West-Vlaanderen;Flanders;-1
11/04/2020;Luik;Wallonia;-11
12/04/2020;Limburg;Flanders;3
14/04/2020;Brussels;Brussels;-10
15/04/2020;West-Vlaanderen;Flanders;14
19/04/2020;Namur;Wallonia;8
19/04/2020;Oost-Vlaanderen;Flanders;16
20/04/2020;West-Vlaanderen;Flanders;14
21/04/2020;Limburg;Flanders;-8
29/04/2020;Hainaut;Wallonia;-13
09/05/2020;Vlaams-Brabant;Flanders;-6
10/05/2020;Luik;Wallonia;-1
14/05/2020;Limburg;Flanders;-11
15/05/2020;Oost-Vlaanderen;Flanders;-10
18/05/2020;Namur;Wallonia;3
20/05/2020;Antwerpen;Flanders;-18
23/05/2020;Limburg;Flanders;-3
25/05/2020;Oost-Vlaanderen;Flanders;0
28/05/2020;Limburg;Flanders;-3
19/03/2020;Brussels;Brussels;21
19/03/2020;Limburg;Flanders;21
20/03/2020;Luik;Wallonia;26
21/03/2020;Oost-Vlaanderen;Flanders;44
23/03/2020;Luik;Wallonia;12
23/03/2020;Vlaams-Brabant;Flanders;27
24/03/2020;Vlaams-Brabant;Flanders;9
28/03/2020;Brussels;Brussels;38
28/03/2020;Luik;Wallonia;12
28/03/2020;Brabant Wallon;Wallonia;2
03/04/2020;Brabant Wallon;Wallonia;2
05/04/2020;Limburg;Flanders;-3
08/04/2020;Luxembourg;Wallonia;-5
09/04/2020;Vlaams-Brabant;Flanders;2
09/04/2020;Brabant Wallon;Wallonia;5
10/04/2020;Brussels;Brussels;-23
12/04/2020;Vlaams-Brabant;Flanders;11
18/04/2020;Luxembourg;Wallonia;-5
22/04/2020;Hainaut;Wallonia;-3
25/04/2020;Vlaams-Brabant;Flanders;-2
01/05/2020;Hainaut;Wallonia;-44
03/05/2020;Hainaut;Wallonia;2
03/05/2020;Limburg;Flanders;9
05/05/2020;West-Vlaanderen;Flanders;-19
08/05/2020;Antwerpen;Flanders;-46
10/05/2020;Oost-Vlaanderen;Flanders;8
10/05/2020;Vlaams-Brabant;Flanders;0
15/05/2020;Brussels;Brussels;-9
17/05/2020;Namur;Wallonia;-5
18/05/2020;Vlaams-Brabant;Flanders;3
21/05/2020;Antwerpen;Flanders;-19
24/05/2020;Oost-Vlaanderen;Flanders;1
25/05/2020;West-Vlaanderen;Flanders;4
26/05/2020;Hainaut;Wallonia;-25
15/03/2020;Hainaut;Wallonia;25
20/03/2020;Brussels;Brussels;25
20/03/2020;Hainaut;Wallonia;37
22/03/2020;Limburg;Flanders;36
25/03/2020;Namur;Wallonia;13
27/03/2020;Brussels;Brussels;56
27/03/2020;Vlaams-Brabant;Flanders;12
31/03/2020;Namur;Wallonia;12
02/04/2020;Brussels;Brussels;57
02/04/2020;Oost-Vlaanderen;Flanders;6
07/04/2020;Hainaut;Wallonia;-30
08/04/2020;Vlaams-Brabant;Flanders;-1
09/04/2020;Limburg;Flanders;6
15/04/2020;Hainaut;Wallonia;-29
19/04/2020;Antwerpen;Flanders;19
19/04/2020;Vlaams-Brabant;Flanders;5
22/04/2020;Namur;Wallonia;2
30/04/2020;Limburg;Flanders;-6
01/05/2020;Antwerpen;Flanders;-39
02/05/2020;Luxembourg;Wallonia;1
02/05/2020;Namur;Wallonia;-1
13/05/2020;Oost-Vlaanderen;Flanders;-8
13/05/2020;West-Vlaanderen;Flanders;-17
14/05/2020;Namur;Wallonia;1
19/05/2020;Brussels;Brussels;-21
19/05/2020;Hainaut;Wallonia;-17
20/05/2020;Luik;Wallonia;-16
23/05/2020;Namur;Wallonia;-2
25/05/2020;Antwerpen;Flanders;6
26/05/2020;Antwerpen;Flanders;-9
15/03/2020;Brussels;Brussels;5
19/03/2020;West-Vlaanderen;Flanders;18
20/03/2020;Vlaams-Brabant;Flanders;15
22/03/2020;Antwerpen;Flanders;40
25/03/2020;Limburg;Flanders;46
28/03/2020;Namur;Wallonia;12
31/03/2020;Brabant Wallon;Wallonia;2
02/04/2020;West-Vlaanderen;Flanders;20
11/04/2020;West-Vlaanderen;Flanders;-4
12/04/2020;Luik;Wallonia;-5
18/04/2020;Antwerpen;Flanders;-33
19/04/2020;Limburg;Flanders;10
24/04/2020;Luik;Wallonia;-10
28/04/2020;Vlaams-Brabant;Flanders;-7
30/04/2020;Antwerpen;Flanders;-27
30/04/2020;Oost-Vlaanderen;Flanders;-31
06/05/2020;Oost-Vlaanderen;Flanders;-14
07/05/2020;West-Vlaanderen;Flanders;-10
09/05/2020;Brussels;Brussels;-16
09/05/2020;Namur;Wallonia;-6
12/05/2020;Brussels;Brussels;-39
13/05/2020;Luik;Wallonia;-5
14/05/2020;Brussels;Brussels;-32
18/05/2020;Antwerpen;Flanders;3
27/05/2020;Limburg;Flanders;-6
29/05/2020;Luik;Wallonia;-7
20/03/2020;Oost-Vlaanderen;Flanders;46
21/03/2020;Hainaut;Wallonia;21
23/03/2020;Hainaut;Wallonia;36
01/04/2020;Luik;Wallonia;33
04/04/2020;Luxembourg;Wallonia;-3
04/04/2020;Oost-Vlaanderen;Flanders;6
05/04/2020;Luik;Wallonia;11
07/04/2020;Luxembourg;Wallonia;0
10/04/2020;Limburg;Flanders;3
11/04/2020;Namur;Wallonia;8
13/04/2020;Antwerpen;Flanders;-18
17/04/2020;Hainaut;Wallonia;-2
17/04/2020;Luxembourg;Wallonia;-1
18/04/2020;Hainaut;Wallonia;-15
25/04/2020;Oost-Vlaanderen;Flanders;-12
26/04/2020;Hainaut;Wallonia;9
27/04/2020;West-Vlaanderen;Flanders;5
28/04/2020;Limburg;Flanders;-2
28/04/2020;Namur;Wallonia;-3
01/05/2020;Brussels;Brussels;-26
03/05/2020;Antwerpen;Flanders;-1
04/05/2020;Luik;Wallonia;-8
05/05/2020;Limburg;Flanders;1
06/05/2020;Brussels;Brussels;-22
06/05/2020;Luik;Wallonia;-19
07/05/2020;Antwerpen;Flanders;-21
11/05/2020;Brussels;Brussels;-1
14/05/2020;Luik;Wallonia;-9
14/05/2020;West-Vlaanderen;Flanders;-9
16/05/2020;Oost-Vlaanderen;Flanders;-21
16/03/2020;Hainaut;Wallonia;28
17/03/2020;Brussels;Brussels;11
22/03/2020;Vlaams-Brabant;Flanders;15
24/03/2020;Brussels;Brussels;35
26/03/2020;Hainaut;Wallonia;31
28/03/2020;Limburg;Flanders;30
29/03/2020;Luxembourg;Wallonia;9
29/03/2020;Brabant Wallon;Wallonia;4
01/04/2020;Vlaams-Brabant;Flanders;20
02/04/2020;Namur;Wallonia;15
03/04/2020;Luxembourg;Wallonia;5
05/04/2020;Brussels;Brussels;22
05/04/2020;West-Vlaanderen;Flanders;8
07/04/2020;Limburg;Flanders;-3
09/04/2020;Luxembourg;Wallonia;6
16/04/2020;Brabant Wallon;Wallonia;-3
20/04/2020;Luxembourg;Wallonia;0
23/04/2020;Luxembourg;Wallonia;-3
23/04/2020;Oost-Vlaanderen;Flanders;-19
26/04/2020;Luxembourg;Wallonia;0
27/04/2020;Brussels;Brussels;14
19/05/2020;Luik;Wallonia;-14
30/05/2020;Antwerpen;Flanders;-15
17/03/2020;Hainaut;Wallonia;24
19/03/2020;Luik;Wallonia;17
25/03/2020;Luik;Wallonia;39
26/03/2020;Brussels;Brussels;46
26/03/2020;Luxembourg;Wallonia;10
27/03/2020;West-Vlaanderen;Flanders;48
28/03/2020;Oost-Vlaanderen;Flanders;38
31/03/2020;Oost-Vlaanderen;Flanders;17
04/04/2020;Limburg;Flanders;-17
05/04/2020;Hainaut;Wallonia;25
07/04/2020;Oost-Vlaanderen;Flanders;-14
07/04/2020;Brabant Wallon;Wallonia;2
08/04/2020;Namur;Wallonia;33
10/04/2020;Brabant Wallon;Wallonia;0
12/04/2020;Hainaut;Wallonia;13
13/04/2020;Vlaams-Brabant;Flanders;11
17/04/2020;Luik;Wallonia;-18
17/04/2020;Vlaams-Brabant;Flanders;0
21/04/2020;Namur;Wallonia;-9
24/04/2020;Namur;Wallonia;-12
28/04/2020;Luik;Wallonia;-18
28/04/2020;Luxembourg;Wallonia;-5
30/04/2020;Namur;Wallonia;0
02/05/2020;Limburg;Flanders;2
07/05/2020;Luik;Wallonia;-10
10/05/2020;Limburg;Flanders;-3
12/05/2020;Limburg;Flanders;-13
12/05/2020;Luik;Wallonia;-4
12/05/2020;Namur;Wallonia;-8
17/05/2020;Oost-Vlaanderen;Flanders;4
22/05/2020;Namur;Wallonia;-2
26/05/2020;Limburg;Flanders;-6
21/03/2020;Luik;Wallonia;31
30/03/2020;West-Vlaanderen;Flanders;36
03/04/2020;Hainaut;Wallonia;22
07/04/2020;Brussels;Brussels;1
10/04/2020;Antwerpen;Flanders;-34
14/04/2020;Antwerpen;Flanders;-9
15/04/2020;Namur;Wallonia;-5
16/04/2020;Hainaut;Wallonia;9
23/04/2020;Luik;Wallonia;-24
24/04/2020;West-Vlaanderen;Flanders;-17
27/04/2020;Limburg;Flanders;2
02/05/2020;Brussels;Brussels;-11
02/05/2020;Hainaut;Wallonia;2
03/05/2020;Oost-Vlaanderen;Flanders;-6
04/05/2020;Brussels;Brussels;12
04/05/2020;Luxembourg;Wallonia;-1
12/05/2020;West-Vlaanderen;Flanders;-10
16/05/2020;Brussels;Brussels;-15
20/05/2020;Hainaut;Wallonia;-6
22/05/2020;West-Vlaanderen;Flanders;2
24/05/2020;Antwerpen;Flanders;-1
26/05/2020;West-Vlaanderen;Flanders;-23
17/03/2020;Antwerpen;Flanders;12
21/03/2020;Brussels;Brussels;29
03/04/2020;Antwerpen;Flanders;12
08/04/2020;Oost-Vlaanderen;Flanders;-14
12/04/2020;Antwerpen;Flanders;-22
12/04/2020;Oost-Vlaanderen;Flanders;-12
13/04/2020;Namur;Wallonia;9
15/04/2020;Antwerpen;Flanders;-45
19/04/2020;Hainaut;Wallonia;16
20/04/2020;Vlaams-Brabant;Flanders;1
25/04/2020;Limburg;Flanders;0
26/04/2020;Vlaams-Brabant;Flanders;0
01/05/2020;Namur;Wallonia;-9
01/05/2020;Vlaams-Brabant;Flanders;-5
03/05/2020;Luxembourg;Wallonia;0
03/05/2020;Vlaams-Brabant;Flanders;2
06/05/2020;Hainaut;Wallonia;-21
10/05/2020;Namur;Wallonia;2
21/05/2020;Limburg;Flanders;10
29/05/2020;Limburg;Flanders;-2
25/03/2020;Antwerpen;Flanders;89
28/03/2020;Luxembourg;Wallonia;10
02/04/2020;Brabant Wallon;Wallonia;3
06/04/2020;Brussels;Brussels;16
06/04/2020;Luik;Wallonia;12
09/04/2020;Antwerpen;Flanders;-9
09/04/2020;Hainaut;Wallonia;23
09/04/2020;West-Vlaanderen;Flanders;-3
10/04/2020;Luxembourg;Wallonia;5
10/04/2020;Namur;Wallonia;5
10/04/2020;Vlaams-Brabant;Flanders;2
11/04/2020;Antwerpen;Flanders;-23
11/04/2020;Luxembourg;Wallonia;-1
14/04/2020;Limburg;Flanders;17
16/04/2020;Antwerpen;Flanders;-10
16/04/2020;West-Vlaanderen;Flanders;-14
17/04/2020;Brussels;Brussels;-6
20/04/2020;Namur;Wallonia;16
24/04/2020;Antwerpen;Flanders;-6
27/04/2020;Luik;Wallonia;-1
27/04/2020;Luxembourg;Wallonia;2
27/04/2020;Namur;Wallonia;4
28/04/2020;Hainaut;Wallonia;-46
28/04/2020;West-Vlaanderen;Flanders;-20
30/04/2020;Luik;Wallonia;-4
05/05/2020;Hainaut;Wallonia;-30
25/05/2020;Namur;Wallonia;-1
16/03/2020;Brussels;Brussels;7
19/03/2020;Vlaams-Brabant;Flanders;9
30/03/2020;Antwerpen;Flanders;46
01/04/2020;Luxembourg;Wallonia;7
03/04/2020;Namur;Wallonia;1
05/04/2020;Oost-Vlaanderen;Flanders;13
06/04/2020;Vlaams-Brabant;Flanders;10
06/04/2020;West-Vlaanderen;Flanders;8
08/04/2020;Brabant Wallon;Wallonia;2
09/04/2020;Brussels;Brussels;8
13/04/2020;Luik;Wallonia;6
14/04/2020;Namur;Wallonia;4
17/04/2020;Oost-Vlaanderen;Flanders;-18
18/04/2020;Luik;Wallonia;-7
19/04/2020;Luik;Wallonia;15
19/04/2020;Luxembourg;Wallonia;2
21/04/2020;Antwerpen;Flanders;-37
01/05/2020;Luxembourg;Wallonia;-5
04/05/2020;Antwerpen;Flanders;-6
04/05/2020;Namur;Wallonia;4
04/05/2020;Vlaams-Brabant;Flanders;4
10/05/2020;Hainaut;Wallonia;5
11/05/2020;Limburg;Flanders;6
11/05/2020;Luik;Wallonia;0
13/05/2020;Antwerpen;Flanders;-12
13/05/2020;Brussels;Brussels;-12
13/05/2020;Vlaams-Brabant;Flanders;-10
14/05/2020;Vlaams-Brabant;Flanders;-8
18/05/2020;Brussels;Brussels;-4
21/05/2020;Brussels;Brussels;-15
27/05/2020;Oost-Vlaanderen;Flanders;-7
30/05/2020;Luik;Wallonia;-12
21/03/2020;Antwerpen;Flanders;30
30/03/2020;Luik;Wallonia;53
01/04/2020;Antwerpen;Flanders;32
04/04/2020;Antwerpen;Flanders;-13
08/04/2020;Luik;Wallonia;8
10/04/2020;Luik;Wallonia;6
12/04/2020;West-Vlaanderen;Flanders;17
13/04/2020;Brabant Wallon;Wallonia;-1
20/04/2020;Brabant Wallon;Wallonia;0
25/04/2020;Namur;Wallonia;-10
26/04/2020;Namur;Wallonia;5
26/04/2020;West-Vlaanderen;Flanders;-4
27/04/2020;Oost-Vlaanderen;Flanders;8
29/04/2020;Antwerpen;Flanders;-29
01/05/2020;Limburg;Flanders;-6
02/05/2020;Luik;Wallonia;2
05/05/2020;Vlaams-Brabant;Flanders;-7
06/05/2020;West-Vlaanderen;Flanders;-34
07/05/2020;Vlaams-Brabant;Flanders;4
09/05/2020;West-Vlaanderen;Flanders;-16
11/05/2020;Hainaut;Wallonia;-2
18/05/2020;Hainaut;Wallonia;-1
18/05/2020;Luik;Wallonia;-3
19/05/2020;Antwerpen;Flanders;-19
28/05/2020;Oost-Vlaanderen;Flanders;-4
29/05/2020;Antwerpen;Flanders;-12
18/03/2020;Hainaut;Wallonia;21
18/03/2020;Oost-Vlaanderen;Flanders;21
20/03/2020;West-Vlaanderen;Flanders;17
22/03/2020;Oost-Vlaanderen;Flanders;18
22/03/2020;West-Vlaanderen;Flanders;20
26/03/2020;Limburg;Flanders;35
29/03/2020;Vlaams-Brabant;Flanders;14
30/03/2020;Luxembourg;Wallonia;5
31/03/2020;Hainaut;Wallonia;-1
03/04/2020;Oost-Vlaanderen;Flanders;3
13/04/2020;Brussels;Brussels;2
18/04/2020;Namur;Wallonia;-1
21/04/2020;West-Vlaanderen;Flanders;-19
22/04/2020;Limburg;Flanders;-11
24/04/2020;Vlaams-Brabant;Flanders;-1
26/04/2020;Luik;Wallonia;8
29/04/2020;Luxembourg;Wallonia;3
29/04/2020;Namur;Wallonia;-5
04/05/2020;West-Vlaanderen;Flanders;6
05/05/2020;Oost-Vlaanderen;Flanders;-21
08/05/2020;West-Vlaanderen;Flanders;-17
15/05/2020;Antwerpen;Flanders;-14
20/05/2020;Brussels;Brussels;-20
23/05/2020;Antwerpen;Flanders;-13
24/05/2020;West-Vlaanderen;Flanders;1
28/05/2020;Brussels;Brussels;-11
29/05/2020;Brussels;Brussels;-14
31/03/2020;Limburg;Flanders;45
02/04/2020;Antwerpen;Flanders;21
06/04/2020;Oost-Vlaanderen;Flanders;34
11/04/2020;Brussels;Brussels;-18
13/04/2020;Hainaut;Wallonia;15
15/04/2020;Brussels;Brussels;-26
15/04/2020;Oost-Vlaanderen;Flanders;-7
21/04/2020;Vlaams-Brabant;Flanders;0
26/04/2020;Oost-Vlaanderen;Flanders;7
28/04/2020;Brussels;Brussels;-18
28/04/2020;Oost-Vlaanderen;Flanders;-26
02/05/2020;Antwerpen;Flanders;-4
03/05/2020;Namur;Wallonia;0
05/05/2020;Brussels;Brussels;-28
06/05/2020;Limburg;Flanders;-18
06/05/2020;Vlaams-Brabant;Flanders;-8
08/05/2020;Oost-Vlaanderen;Flanders;-11
11/05/2020;Oost-Vlaanderen;Flanders;-5
17/05/2020;Antwerpen;Flanders;-2
17/05/2020;West-Vlaanderen;Flanders;8
22/05/2020;Luik;Wallonia;0
23/05/2020;West-Vlaanderen;Flanders;-3
25/05/2020;Limburg;Flanders;11
26/03/2020;Luik;Wallonia;37
29/03/2020;Antwerpen;Flanders;34
29/03/2020;Brussels;Brussels;75
30/03/2020;Hainaut;Wallonia;35
30/03/2020;Limburg;Flanders;26
03/04/2020;Luik;Wallonia;5
04/04/2020;Hainaut;Wallonia;7
22/04/2020;Luxembourg;Wallonia;-6
29/04/2020;Vlaams-Brabant;Flanders;-4
03/05/2020;Luik;Wallonia;-8
10/05/2020;Brussels;Brussels;4
12/05/2020;Antwerpen;Flanders;-16
15/05/2020;Vlaams-Brabant;Flanders;-2
17/05/2020;Vlaams-Brabant;Flanders;1
27/05/2020;Antwerpen;Flanders;-11
28/05/2020;Hainaut;Wallonia;-10
29/05/2020;Oost-Vlaanderen;Flanders;2
30/05/2020;West-Vlaanderen;Flanders;-13
18/03/2020;Antwerpen;Flanders;9
19/03/2020;Hainaut;Wallonia;22
21/03/2020;Vlaams-Brabant;Flanders;11
23/03/2020;Oost-Vlaanderen;Flanders;18
25/03/2020;West-Vlaanderen;Flanders;71
28/03/2020;Hainaut;Wallonia;56
29/03/2020;Namur;Wallonia;15
30/03/2020;Brabant Wallon;Wallonia;8
01/04/2020;Brussels;Brussels;40
03/04/2020;Vlaams-Brabant;Flanders;1
04/04/2020;Namur;Wallonia;0
16/04/2020;Vlaams-Brabant;Flanders;-13
18/04/2020;Limburg;Flanders;0
18/04/2020;Vlaams-Brabant;Flanders;-12
18/04/2020;West-Vlaanderen;Flanders;-28
22/04/2020;West-Vlaanderen;Flanders;-17
26/04/2020;Brussels;Brussels;14
30/04/2020;Brussels;Brussels;-20
30/04/2020;Vlaams-Brabant;Flanders;-14
05/05/2020;Namur;Wallonia;-17
11/05/2020;Namur;Wallonia;1
15/05/2020;Hainaut;Wallonia;-17
17/05/2020;Hainaut;Wallonia;5
21/05/2020;Hainaut;Wallonia;-17
21/05/2020;Luik;Wallonia;-7
21/05/2020;West-Vlaanderen;Flanders;-10
22/05/2020;Brussels;Brussels;-6
23/05/2020;Oost-Vlaanderen;Flanders;-11
27/05/2020;Hainaut;Wallonia;-17
23/03/2020;West-Vlaanderen;Flanders;26
27/03/2020;Limburg;Flanders;72
27/03/2020;Luik;Wallonia;50
31/03/2020;Brussels;Brussels;30
03/04/2020;Limburg;Flanders;31
06/04/2020;Namur;Wallonia;4
06/04/2020;Brabant Wallon;Wallonia;3
08/04/2020;Antwerpen;Flanders;-23
11/04/2020;Brabant Wallon;Wallonia;0
14/04/2020;Vlaams-Brabant;Flanders;0
14/04/2020;Brabant Wallon;Wallonia;0
21/04/2020;Brussels;Brussels;-47
29/04/2020;Limburg;Flanders;-4
29/04/2020;Oost-Vlaanderen;Flanders;-26
04/05/2020;Hainaut;Wallonia;1
07/05/2020;Limburg;Flanders;-9
14/05/2020;Oost-Vlaanderen;Flanders;-12
16/05/2020;Antwerpen;Flanders;-24
18/05/2020;Limburg;Flanders;4
18/05/2020;Oost-Vlaanderen;Flanders;3
23/05/2020;Hainaut;Wallonia;-9
26/05/2020;Brussels;Brussels;-10
27/05/2020;Brussels;Brussels;-7
24/03/2020;West-Vlaanderen;Flanders;39
29/03/2020;Oost-Vlaanderen;Flanders;51
30/03/2020;Brussels;Brussels;22
02/04/2020;Hainaut;Wallonia;-3
14/04/2020;Oost-Vlaanderen;Flanders;11
21/04/2020;Hainaut;Wallonia;-13
22/04/2020;Antwerpen;Flanders;-49
25/04/2020;Hainaut;Wallonia;-37
25/04/2020;West-Vlaanderen;Flanders;-28
30/04/2020;Luxembourg;Wallonia;-6
30/04/2020;West-Vlaanderen;Flanders;-43
02/05/2020;Vlaams-Brabant;Flanders;-4
06/05/2020;Antwerpen;Flanders;0
06/05/2020;Namur;Wallonia;-3
07/05/2020;Brussels;Brussels;-33
07/05/2020;Oost-Vlaanderen;Flanders;-20
11/05/2020;West-Vlaanderen;Flanders;5
16/05/2020;Vlaams-Brabant;Flanders;-4
18/05/2020;West-Vlaanderen;Flanders;11
25/05/2020;Luik;Wallonia;0
30/05/2020;Limburg;Flanders;-3
16/03/2020;Antwerpen;Flanders;11
22/03/2020;Brussels;Brussels;28
25/03/2020;Vlaams-Brabant;Flanders;26
26/03/2020;Antwerpen;Flanders;49
27/03/2020;Namur;Wallonia;11
04/04/2020;Brussels;Brussels;-24
05/04/2020;Luxembourg;Wallonia;2
12/04/2020;Brussels;Brussels;19
13/04/2020;Luxembourg;Wallonia;4
15/04/2020;Vlaams-Brabant;Flanders;0
22/04/2020;Vlaams-Brabant;Flanders;-9
23/04/2020;Antwerpen;Flanders;-13
23/04/2020;Hainaut;Wallonia;0
08/05/2020;Hainaut;Wallonia;2
